dataset,method,params,case,output_tokens,budget_hit,len_ratio_vs_strict,n_emitted,n_lossy_only,lossy_only_per_1k,ooh80,ooh80_per_1k,ooh50_per_1k,accepted_ooh80_per_1k
humaneval,mentored_dec,alpha0.37,case_100,880,False,0.7195,883,41,46.433,18,20.385,26.048,77.01
humaneval,mentored_dec,alpha0.37,case_101,506,False,0.5585,507,23,45.365,5,9.862,23.669,67.061
humaneval,mentored_dec,alpha0.37,case_102,1086,False,1.4877,1091,53,48.579,27,24.748,29.331,83.41
humaneval,mentored_dec,alpha0.37,case_103,1815,False,1.8278,1820,100,54.945,33,18.132,24.176,80.22
humaneval,mentored_dec,alpha0.37,case_104,953,False,0.809,958,47,49.061,17,17.745,26.096,65.762
humaneval,mentored_dec,alpha0.37,case_105,600,False,0.7673,604,32,52.98,8,13.245,18.212,66.225
humaneval,mentored_dec,alpha0.37,case_106,1595,False,1.6079,1599,72,45.028,24,15.009,24.39,68.168
humaneval,mentored_dec,alpha0.37,case_107,858,False,0.6535,861,41,47.619,8,9.292,19.744,45.296
humaneval,mentored_dec,alpha0.37,case_108,559,False,1.2478,560,15,26.786,5,8.929,16.071,53.571
humaneval,mentored_dec,alpha0.37,case_109,1095,False,0.561,1099,64,58.235,18,16.379,20.928,72.793
humaneval,mentored_dec,alpha0.37,case_110,3074,False,2.7204,3078,170,55.231,48,15.595,25.341,73.424
humaneval,mentored_dec,alpha0.37,case_111,1074,False,1.2801,1076,68,63.197,19,17.658,26.022,79.926
humaneval,mentored_dec,alpha0.37,case_112,508,False,0.8774,512,16,31.25,3,5.859,17.578,35.156
humaneval,mentored_dec,alpha0.37,case_113,461,False,0.7435,465,14,30.108,5,10.753,17.204,40.86
humaneval,mentored_dec,alpha0.37,case_114,2840,False,1.2679,2846,171,60.084,46,16.163,28.11,79.058
humaneval,mentored_dec,alpha0.37,case_115,491,False,1.0447,493,24,48.682,12,24.341,32.454,68.966
humaneval,mentored_dec,alpha0.37,case_116,1067,False,1.1573,1070,42,39.252,15,14.019,19.626,52.336
humaneval,mentored_dec,alpha0.37,case_117,4012,False,1.3582,4021,211,52.475,78,19.398,26.61,89.281
humaneval,mentored_dec,alpha0.37,case_118,526,False,0.6181,527,23,43.643,10,18.975,26.565,56.926
humaneval,mentored_dec,alpha0.37,case_119,1876,False,0.9385,1884,95,50.425,25,13.27,24.416,54.671
humaneval,mentored_dec,alpha0.37,case_120,542,False,0.8077,543,21,38.674,7,12.891,25.783,46.041
humaneval,mentored_dec,alpha0.37,case_121,748,False,1.3625,749,54,72.096,19,25.367,42.724,92.123
humaneval,mentored_dec,alpha0.37,case_122,485,False,1.0341,491,15,30.55,5,10.183,18.33,63.136
humaneval,mentored_dec,alpha0.37,case_123,672,False,0.9333,674,29,43.027,8,11.869,16.32,62.315
humaneval,mentored_dec,alpha0.37,case_124,1009,False,1.5619,1013,67,66.14,21,20.731,33.564,73.05
humaneval,mentored_dec,alpha0.37,case_125,1070,False,0.964,1072,42,39.179,12,11.194,17.724,51.306
humaneval,mentored_dec,alpha0.37,case_126,1215,False,0.8062,1216,36,29.605,7,5.757,14.803,64.967
humaneval,mentored_dec,alpha0.37,case_127,1225,False,1.692,1228,70,57.003,27,21.987,31.759,56.189
humaneval,mentored_dec,alpha0.37,case_128,1062,False,1.4648,1063,32,30.103,10,9.407,15.052,48.918
humaneval,mentored_dec,alpha0.37,case_129,829,False,1.0697,832,42,50.481,15,18.029,19.231,69.712
humaneval,mentored_dec,alpha0.37,case_130,3035,False,0.3372,3036,183,60.277,68,22.398,30.303,85.31
humaneval,mentored_dec,alpha0.37,case_131,4202,False,0.8513,4206,243,57.775,65,15.454,24.251,74.655
humaneval,mentored_dec,alpha0.37,case_132,722,False,1.761,724,35,48.343,11,15.193,26.243,67.68
humaneval,mentored_dec,alpha0.37,case_133,2699,False,0.5676,2701,139,51.462,46,17.031,24.435,79.6
humaneval,mentored_dec,alpha0.37,case_134,637,False,1.1002,638,22,34.483,5,7.837,15.674,53.292
humaneval,mentored_dec,alpha0.37,case_135,959,False,0.6655,961,55,57.232,21,21.852,31.217,82.206
humaneval,mentored_dec,alpha0.37,case_136,696,False,0.9831,702,32,45.584,7,9.972,18.519,62.678
humaneval,mentored_dec,alpha0.37,case_137,967,False,1.5905,968,50,51.653,15,15.496,26.86,85.744
humaneval,mentored_dec,alpha0.37,case_138,827,False,0.8705,830,39,46.988,15,18.072,28.916,89.157
humaneval,mentored_dec,alpha0.37,case_139,597,False,0.7625,599,24,40.067,6,10.017,21.703,43.406
humaneval,mentored_dec,alpha0.37,case_140,652,False,0.9688,654,21,32.11,7,10.703,16.82,53.517
humaneval,mentored_dec,alpha0.37,case_141,1860,False,2.1017,1863,124,66.559,44,23.618,39.184,100.913
humaneval,mentored_dec,alpha0.37,case_142,1169,False,1.5587,1171,67,57.216,23,19.641,29.889,83.689
humaneval,mentored_dec,alpha0.37,case_143,1019,False,0.4757,1022,51,49.902,16,15.656,19.569,45.988
humaneval,mentored_dec,alpha0.37,case_144,592,False,0.8199,594,17,28.62,9,15.152,21.886,55.556
humaneval,mentored_dec,alpha0.37,case_145,1055,False,1.6799,1059,44,41.549,15,14.164,18.886,60.434
humaneval,mentored_dec,alpha0.37,case_146,5592,False,1.8027,5597,317,56.637,108,19.296,27.872,85.939
humaneval,mentored_dec,alpha0.37,case_147,1257,False,1.7779,1258,71,56.439,25,19.873,26.232,82.671
humaneval,mentored_dec,alpha0.37,case_148,1569,False,0.7794,1573,65,41.322,14,8.9,17.8,36.236
humaneval,mentored_dec,alpha0.37,case_149,930,False,0.6853,934,42,44.968,14,14.989,18.201,56.745
humaneval,mentored_dec,alpha0.37,case_150,798,False,1.3278,801,49,61.174,22,27.466,34.956,69.913
humaneval,mentored_dec,alpha0.37,case_151,503,False,0.9545,504,14,27.778,3,5.952,7.937,57.54
humaneval,mentored_dec,alpha0.37,case_152,1036,False,0.7766,1044,53,50.766,20,19.157,22.989,79.502
humaneval,mentored_dec,alpha0.37,case_153,562,False,1.2461,564,23,40.78,10,17.73,24.823,62.057
humaneval,mentored_dec,alpha0.37,case_154,474,False,0.6648,475,16,33.684,3,6.316,10.526,67.368
humaneval,mentored_dec,alpha0.37,case_155,1740,False,1.8144,1743,84,48.193,26,14.917,23.523,68.847
humaneval,mentored_dec,alpha0.37,case_156,545,False,1.1055,548,20,36.496,9,16.423,20.073,76.642
humaneval,mentored_dec,alpha0.37,case_157,587,False,0.8398,588,22,37.415,5,8.503,10.204,56.122
humaneval,mentored_dec,alpha0.37,case_158,674,False,0.6045,676,33,48.817,12,17.751,26.627,73.964
humaneval,mentored_dec,alpha0.37,case_159,804,False,0.7349,808,41,50.743,21,25.99,29.703,97.772
humaneval,mentored_dec,alpha0.37,case_160,574,False,0.6464,576,15,26.042,8,13.889,17.361,41.667
humaneval,mentored_dec,alpha0.37,case_161,1749,False,0.7192,1750,69,39.429,25,14.286,20.0,65.143
humaneval,mentored_dec,alpha0.37,case_162,658,False,0.9001,660,31,46.97,7,10.606,19.697,54.545
humaneval,mentored_dec,alpha0.37,case_163,445,False,1.1962,448,15,33.482,2,4.464,13.393,60.268
humaneval,mentored_dec,alpha0.37,case_164,2609,False,1.8399,2611,173,66.258,62,23.746,36.002,103.409
humaneval,r_fuzzy,alpha0.3,case_001,1973,False,2.4268,1978,323,163.296,229,115.774,131.951,187.058
humaneval,r_fuzzy,alpha0.3,case_002,2351,False,1.238,2360,423,179.237,296,125.424,140.254,201.271
humaneval,r_fuzzy,alpha0.3,case_003,1719,False,5.1467,1724,299,173.434,198,114.849,135.151,191.995
humaneval,r_fuzzy,alpha0.3,case_004,342,False,0.7583,349,49,140.401,36,103.152,117.479,137.536
humaneval,r_fuzzy,alpha0.3,case_005,644,False,1.4123,651,114,175.115,78,119.816,138.249,184.332
humaneval,r_fuzzy,alpha0.3,case_006,916,False,1.987,918,129,140.523,82,89.325,104.575,156.863
humaneval,r_fuzzy,alpha0.3,case_007,552,False,0.7656,557,92,165.171,61,109.515,123.878,165.171
humaneval,r_fuzzy,alpha0.3,case_008,535,False,1.3177,544,95,174.632,63,115.809,134.191,202.206
humaneval,r_fuzzy,alpha0.3,case_009,441,False,1.26,441,81,183.673,59,133.787,145.125,235.828
humaneval,r_fuzzy,alpha0.3,case_010,517,False,1.0748,519,69,132.948,47,90.559,104.046,131.021
humaneval,r_fuzzy,alpha0.3,case_011,3699,False,2.9545,3700,644,174.054,437,118.108,134.324,186.757
humaneval,r_fuzzy,alpha0.3,case_012,593,False,1.2725,595,93,156.303,63,105.882,131.092,173.109
humaneval,r_fuzzy,alpha0.3,case_013,467,False,1.1502,469,91,194.03,58,123.667,149.254,200.426
humaneval,r_fuzzy,alpha0.3,case_014,591,False,2.0521,592,54,91.216,39,65.878,74.324,106.419
humaneval,r_fuzzy,alpha0.3,case_015,504,False,1.1971,506,88,173.913,63,124.506,150.198,187.747
humaneval,r_fuzzy,alpha0.3,case_016,599,False,1.2505,601,92,153.078,66,109.817,123.128,178.037
humaneval,r_fuzzy,alpha0.3,case_017,268,False,0.6819,276,47,170.29,32,115.942,134.058,159.42
humaneval,r_fuzzy,alpha0.3,case_018,1630,False,2.535,1637,252,153.94,168,102.627,116.066,189.371
humaneval,r_fuzzy,alpha0.3,case_019,494,False,0.7565,494,60,121.457,46,93.117,103.239,155.87
humaneval,r_fuzzy,alpha0.3,case_020,1394,False,2.4118,1396,202,144.699,139,99.57,111.032,152.579
humaneval,r_fuzzy,alpha0.3,case_021,1429,False,1.5399,1432,213,148.743,137,95.67,112.43,157.123
humaneval,r_fuzzy,alpha0.3,case_022,664,False,0.8748,671,71,105.812,42,62.593,78.987,99.851
humaneval,r_fuzzy,alpha0.3,case_023,501,False,0.8336,504,73,144.841,52,103.175,113.095,190.476
humaneval,r_fuzzy,alpha0.3,case_024,259,False,0.852,263,43,163.498,28,106.464,117.871,174.905
humaneval,r_fuzzy,alpha0.3,case_025,1460,False,2.7444,1465,254,173.379,164,111.945,128.328,189.078
humaneval,r_fuzzy,alpha0.3,case_026,815,False,1.3493,817,115,140.759,79,96.695,113.831,157.895
humaneval,r_fuzzy,alpha0.3,case_027,625,False,1.481,631,99,156.894,64,101.426,123.613,148.97
humaneval,r_fuzzy,alpha0.3,case_028,439,False,1.3892,447,62,138.702,41,91.723,109.62,131.991
humaneval,r_fuzzy,alpha0.3,case_029,376,False,1.3525,378,68,179.894,47,124.339,145.503,216.931
humaneval,r_fuzzy,alpha0.3,case_030,385,False,1.0815,390,56,143.59,42,107.692,115.385,189.744
humaneval,r_fuzzy,alpha0.3,case_031,474,False,1.1449,485,75,154.639,52,107.216,113.402,158.763
humaneval,r_fuzzy,alpha0.3,case_032,886,False,2.0798,888,124,139.64,79,88.964,106.982,148.649
humaneval,r_fuzzy,alpha0.3,case_033,5735,False,1.2958,5737,1139,198.536,790,137.703,155.831,219.627
humaneval,r_fuzzy,alpha0.3,case_034,1510,False,1.7336,1513,188,124.256,127,83.939,99.802,132.849
humaneval,r_fuzzy,alpha0.3,case_035,340,False,1.7085,342,38,111.111,25,73.099,84.795,134.503
humaneval,r_fuzzy,alpha0.3,case_036,707,False,2.2444,709,91,128.35,57,80.395,94.499,148.096
humaneval,r_fuzzy,alpha0.3,case_037,2519,False,2.46,2522,428,169.707,270,107.058,127.28,171.689
humaneval,r_fuzzy,alpha0.3,case_038,1513,False,1.7512,1514,271,178.996,191,126.156,141.347,192.206
humaneval,r_fuzzy,alpha0.3,case_039,890,False,1.2276,899,136,151.279,77,85.651,102.336,134.594
humaneval,r_fuzzy,alpha0.3,case_040,2478,False,2.0479,2479,394,158.935,273,110.125,128.278,174.264
humaneval,r_fuzzy,alpha0.3,case_041,992,False,0.8435,993,181,182.276,120,120.846,139.98,177.241
humaneval,r_fuzzy,alpha0.3,case_042,1559,False,1.138,1571,332,211.33,217,138.129,161.044,232.336
humaneval,r_fuzzy,alpha0.3,case_043,300,False,1.2605,305,37,121.311,26,85.246,101.639,134.426
humaneval,r_fuzzy,alpha0.3,case_044,707,False,1.2925,711,110,154.712,71,99.859,113.924,161.744
humaneval,r_fuzzy,alpha0.3,case_045,1108,False,1.2765,1111,167,150.315,110,99.01,120.612,166.517
humaneval,r_fuzzy,alpha0.3,case_046,506,False,0.9529,507,70,138.067,46,90.73,102.564,159.763
humaneval,r_fuzzy,alpha0.3,case_047,1310,False,1.7995,1310,154,117.557,108,82.443,91.603,127.481
humaneval,r_fuzzy,alpha0.3,case_048,4070,False,1.3736,4072,771,189.342,531,130.403,149.067,216.601
humaneval,r_fuzzy,alpha0.3,case_049,641,False,2.0545,646,82,126.935,61,94.427,102.167,150.155
humaneval,r_fuzzy,alpha0.3,case_050,910,False,1.2069,920,145,157.609,96,104.348,118.478,170.652
humaneval,r_fuzzy,alpha0.3,case_051,701,False,1.669,703,113,160.74,74,105.263,122.333,160.74
humaneval,r_fuzzy,alpha0.3,case_052,884,False,1.5871,888,160,180.18,108,121.622,140.766,222.973
humaneval,r_fuzzy,alpha0.3,case_053,416,False,1.2271,424,47,110.849,36,84.906,94.34,134.434
humaneval,r_fuzzy,alpha0.3,case_054,220,False,0.6215,224,31,138.393,20,89.286,98.214,160.714
humaneval,r_fuzzy,alpha0.3,case_055,1297,False,1.3872,1309,211,161.192,141,107.716,123.759,194.805
humaneval,r_fuzzy,alpha0.3,case_056,1458,False,2.5805,1460,224,153.425,146,100.0,117.808,167.808
humaneval,r_fuzzy,alpha0.3,case_057,603,False,1.4636,606,77,127.063,58,95.71,99.01,163.366
humaneval,r_fuzzy,alpha0.3,case_058,968,False,1.7761,970,144,148.454,98,101.031,121.649,169.072
humaneval,r_fuzzy,alpha0.3,case_059,508,False,1.4767,518,66,127.413,39,75.29,96.525,135.135
humaneval,r_fuzzy,alpha0.3,case_060,1401,False,0.4147,1406,170,120.91,110,78.236,86.771,133.001
humaneval,r_fuzzy,alpha0.3,case_061,521,False,1.3325,523,68,130.019,50,95.602,108.987,130.019
humaneval,r_fuzzy,alpha0.3,case_062,1197,False,3.15,1203,194,161.264,127,105.569,124.688,169.576
humaneval,r_fuzzy,alpha0.3,case_063,1698,False,3.0929,1700,280,164.706,203,119.412,133.529,191.765
humaneval,r_fuzzy,alpha0.3,case_064,3048,False,2.7142,3057,492,160.942,335,109.585,126.922,169.447
humaneval,r_fuzzy,alpha0.3,case_065,1287,False,1.7229,1289,232,179.984,153,118.697,141.195,193.173
humaneval,r_fuzzy,alpha0.3,case_066,1997,False,2.3494,2001,376,187.906,260,129.935,152.924,203.898
humaneval,r_fuzzy,alpha0.3,case_067,1054,False,1.8141,1057,161,152.318,109,103.122,118.259,163.671
humaneval,r_fuzzy,alpha0.3,case_068,948,False,2.0256,952,119,125.0,85,89.286,100.84,134.454
humaneval,r_fuzzy,alpha0.3,case_069,768,False,1.4302,776,86,110.825,58,74.742,81.186,110.825
humaneval,r_fuzzy,alpha0.3,case_070,1167,False,2.1141,1174,168,143.101,120,102.215,109.881,151.618
humaneval,r_fuzzy,alpha0.3,case_071,1354,False,3.0291,1357,166,122.329,110,81.061,92.852,136.33
humaneval,r_fuzzy,alpha0.3,case_072,738,False,1.0869,741,90,121.457,60,80.972,93.117,113.36
humaneval,r_fuzzy,alpha0.3,case_073,635,False,1.0654,638,77,120.69,54,84.639,100.313,130.094
humaneval,r_fuzzy,alpha0.3,case_074,1392,False,1.5872,1395,220,157.706,142,101.792,124.731,147.67
humaneval,r_fuzzy,alpha0.3,case_075,1025,False,1.8206,1030,136,132.039,96,93.204,106.796,137.864
humaneval,r_fuzzy,alpha0.3,case_076,3282,False,2.6858,3283,610,185.806,416,126.713,143.162,200.122
humaneval,r_fuzzy,alpha0.3,case_077,3630,False,1.7107,3631,775,213.44,534,147.067,169.65,231.617
humaneval,r_fuzzy,alpha0.3,case_078,2692,False,2.3167,2693,560,207.947,399,148.162,168.214,222.057
humaneval,r_fuzzy,alpha0.3,case_079,626,False,1.033,633,88,139.021,60,94.787,102.686,148.499
humaneval,r_fuzzy,alpha0.3,case_080,1558,False,2.5967,1559,272,174.471,194,124.439,137.909,181.527
humaneval,r_fuzzy,alpha0.3,case_081,1094,False,2.3834,1106,143,129.295,100,90.416,103.074,149.186
humaneval,r_fuzzy,alpha0.3,case_082,8390,False,4.2719,8394,1388,165.356,955,113.772,131.523,186.8
humaneval,r_fuzzy,alpha0.3,case_083,531,False,0.897,540,72,133.333,46,85.185,109.259,133.333
humaneval,r_fuzzy,alpha0.3,case_084,2342,False,2.3142,2351,382,162.484,252,107.188,122.076,153.552
humaneval,r_fuzzy,alpha0.3,case_085,859,False,1.4939,870,132,151.724,88,101.149,120.69,145.977
humaneval,r_fuzzy,alpha0.3,case_086,493,False,0.9029,496,78,157.258,55,110.887,118.952,161.29
humaneval,r_fuzzy,alpha0.3,case_087,7103,False,7.2554,7105,1482,208.586,996,140.183,161.013,226.179
humaneval,r_fuzzy,alpha0.3,case_088,2188,False,2.4723,2192,397,181.113,275,125.456,140.967,190.693
humaneval,r_fuzzy,alpha0.3,case_089,1249,False,2.1646,1256,196,156.051,132,105.096,120.223,161.624
humaneval,r_fuzzy,alpha0.3,case_090,2399,False,2.1174,2403,357,148.564,234,97.378,111.527,153.558
humaneval,r_fuzzy,alpha0.3,case_091,596,False,1.409,603,107,177.446,73,121.061,139.303,197.347
humaneval,r_fuzzy,alpha0.3,case_092,2028,False,2.6067,2028,416,205.128,294,144.97,165.68,232.742
humaneval,r_fuzzy,alpha0.3,case_093,637,False,0.9938,640,93,145.312,60,93.75,115.625,151.562
humaneval,r_fuzzy,alpha0.3,case_094,9000,True,6.3694,9009,2074,230.214,1337,148.407,174.825,245.199
humaneval,r_fuzzy,alpha0.3,case_095,2314,False,3.2684,2326,271,116.509,184,79.106,89.854,117.369
humaneval,r_fuzzy,alpha0.3,case_096,1080,False,1.8274,1081,186,172.063,124,114.709,130.435,196.115
humaneval,r_fuzzy,alpha0.3,case_097,1003,False,1.332,1005,123,122.388,82,81.592,94.527,125.373
humaneval,r_fuzzy,alpha0.3,case_098,914,False,1.8353,917,124,135.224,80,87.241,104.689,146.129
humaneval,r_fuzzy,alpha0.3,case_099,582,False,1.268,586,109,186.007,72,122.867,141.638,165.529
humaneval,r_fuzzy,alpha0.3,case_100,2340,False,1.9133,2349,407,173.265,277,117.923,133.674,187.314
humaneval,r_fuzzy,alpha0.3,case_101,1229,False,1.3565,1230,196,159.35,128,104.065,122.764,179.675
humaneval,r_fuzzy,alpha0.3,case_102,609,False,0.8342,618,92,148.867,61,98.706,114.887,152.104
humaneval,r_fuzzy,alpha0.3,case_103,4053,False,4.0816,4065,664,163.346,422,103.813,118.081,175.646
humaneval,r_fuzzy,alpha0.3,case_104,5110,False,4.3379,5112,1028,201.095,673,131.651,150.822,208.529
humaneval,r_fuzzy,alpha0.3,case_105,632,False,0.8082,635,105,165.354,77,121.26,132.283,200.0
humaneval,r_fuzzy,alpha0.3,case_106,1546,False,1.5585,1548,207,133.721,132,85.271,101.421,154.393
humaneval,r_fuzzy,alpha0.3,case_107,2110,False,1.607,2113,341,161.382,227,107.43,120.681,163.275
humaneval,r_fuzzy,alpha0.3,case_108,827,False,1.846,829,108,130.277,85,102.533,110.977,164.053
humaneval,r_fuzzy,alpha0.3,case_109,3701,False,1.896,3702,716,193.409,469,126.688,146.948,205.024
humaneval,r_fuzzy,alpha0.3,case_110,4798,False,4.246,4800,975,203.125,640,133.333,150.0,200.625
humaneval,r_fuzzy,alpha0.3,case_111,1699,False,2.025,1702,282,165.687,193,113.396,129.26,184.489
humaneval,r_fuzzy,alpha0.3,case_112,1282,False,2.2142,1285,185,143.969,115,89.494,101.946,141.634
humaneval,r_fuzzy,alpha0.3,case_113,1436,False,2.3161,1438,174,121.001,116,80.668,95.271,127.955
humaneval,r_fuzzy,alpha0.3,case_114,6753,False,3.0147,6755,1158,171.429,727,107.624,128.645,192.746
humaneval,r_fuzzy,alpha0.3,case_115,1382,False,2.9404,1387,214,154.29,141,101.658,114.636,136.265
humaneval,r_fuzzy,alpha0.3,case_116,1776,False,1.9262,1778,306,172.103,198,111.361,131.046,195.163
humaneval,r_fuzzy,alpha0.3,case_117,3754,False,1.2708,3758,729,193.986,483,128.526,147.419,211.815
humaneval,r_fuzzy,alpha0.3,case_118,1568,False,1.8425,1571,232,147.677,161,102.482,117.123,167.409
humaneval,r_fuzzy,alpha0.3,case_119,2592,False,1.2966,2595,522,201.156,341,131.407,156.455,211.175
humaneval,r_fuzzy,alpha0.3,case_120,915,False,1.3636,920,118,128.261,82,89.13,100.0,161.957
humaneval,r_fuzzy,alpha0.3,case_121,2094,False,3.8142,2104,395,187.738,271,128.802,147.338,211.027
humaneval,r_fuzzy,alpha0.3,case_122,563,False,1.2004,568,72,126.761,45,79.225,91.549,135.563
humaneval,r_fuzzy,alpha0.3,case_123,718,False,0.9972,720,116,161.111,81,112.5,130.556,186.111
humaneval,r_fuzzy,alpha0.3,case_124,1103,False,1.7074,1111,205,184.518,137,123.312,144.014,199.82
humaneval,r_fuzzy,alpha0.3,case_125,1746,False,1.573,1753,323,184.256,232,132.345,150.599,190.531
humaneval,r_fuzzy,alpha0.3,case_126,1216,False,0.8069,1220,221,181.148,159,130.328,145.082,213.934
humaneval,r_fuzzy,alpha0.3,case_127,2438,False,3.3674,2443,328,134.261,219,89.644,103.971,140.81
humaneval,r_fuzzy,alpha0.3,case_128,3267,False,4.5062,3269,613,187.519,410,125.421,142.245,201.591
humaneval,r_fuzzy,alpha0.3,case_129,980,False,1.2645,982,135,137.475,99,100.815,106.925,159.878
humaneval,r_fuzzy,alpha0.3,case_130,7915,False,0.8794,7915,1818,229.69,1247,157.549,178.648,258.749
humaneval,r_fuzzy,alpha0.3,case_131,3910,False,0.7921,3912,620,158.487,370,94.581,110.429,155.93
humaneval,r_fuzzy,alpha0.3,case_132,1359,False,3.3146,1361,215,157.972,134,98.457,115.356,160.176
humaneval,r_fuzzy,alpha0.3,case_133,9000,True,1.8927,9009,2202,244.422,1544,171.384,196.581,277.278
humaneval,r_fuzzy,alpha0.3,case_134,1908,False,3.2953,1913,330,172.504,201,105.071,131.73,165.186
humaneval,r_fuzzy,alpha0.3,case_135,6508,False,4.5163,6516,1319,202.425,825,126.611,148.557,221.148
humaneval,r_fuzzy,alpha0.3,case_136,1072,False,1.5141,1079,183,169.601,117,108.434,123.262,177.943
humaneval,r_fuzzy,alpha0.3,case_137,2037,False,3.3503,2045,297,145.232,205,100.244,116.381,166.259
humaneval,r_fuzzy,alpha0.3,case_138,1900,False,2.0,1901,378,198.843,261,137.296,161.494,227.249
humaneval,r_fuzzy,alpha0.3,case_139,2173,False,2.7752,2175,389,178.851,248,114.023,133.793,182.529
humaneval,r_fuzzy,alpha0.3,case_140,881,False,1.3091,888,130,146.396,82,92.342,109.234,145.27
humaneval,r_fuzzy,alpha0.3,case_141,1681,False,1.8994,1682,320,190.25,210,124.851,146.254,202.735
humaneval,r_fuzzy,alpha0.3,case_142,1056,False,1.408,1059,169,159.585,113,106.704,122.757,177.526
humaneval,r_fuzzy,alpha0.3,case_143,2413,False,1.1265,2416,418,173.013,290,120.033,132.864,176.738
humaneval,r_fuzzy,alpha0.3,case_144,1117,False,1.5471,1123,211,187.89,146,130.009,147.818,197.685
humaneval,r_fuzzy,alpha0.3,case_145,1560,False,2.4841,1563,256,163.788,159,101.727,127.319,165.707
humaneval,r_fuzzy,alpha0.3,case_146,5825,False,1.8778,5828,1224,210.021,816,140.014,163.693,235.244
humaneval,r_fuzzy,alpha0.3,case_147,1598,False,2.2603,1599,319,199.5,218,136.335,159.475,213.884
humaneval,r_fuzzy,alpha0.3,case_148,6876,False,3.4158,6883,1126,163.591,724,105.187,123.202,165.335
humaneval,r_fuzzy,alpha0.3,case_149,3170,False,2.336,3173,528,166.404,368,115.979,134.573,185.314
humaneval,r_fuzzy,alpha0.3,case_150,718,False,1.1947,726,123,169.421,92,126.722,140.496,202.479
humaneval,r_fuzzy,alpha0.3,case_151,690,False,1.3093,692,115,166.185,79,114.162,128.613,174.855
humaneval,r_fuzzy,alpha0.3,case_152,1851,False,1.3876,1853,355,191.581,235,126.821,147.868,199.676
humaneval,r_fuzzy,alpha0.3,case_153,759,False,1.6829,763,127,166.448,88,115.334,129.751,191.35
humaneval,r_fuzzy,alpha0.3,case_154,1322,False,1.8541,1325,199,150.189,137,103.396,115.472,170.566
humaneval,r_fuzzy,alpha0.3,case_155,4082,False,4.2565,4089,780,190.756,542,132.551,150.893,205.674
humaneval,r_fuzzy,alpha0.3,case_156,544,False,1.1034,556,84,151.079,61,109.712,120.504,167.266
humaneval,r_fuzzy,alpha0.3,case_157,4745,False,6.7883,4747,741,156.099,495,104.276,121.129,180.956
humaneval,r_fuzzy,alpha0.3,case_158,736,False,0.6601,737,89,120.76,64,86.839,94.98,158.752
humaneval,r_fuzzy,alpha0.3,case_159,1361,False,1.2441,1368,236,172.515,148,108.187,131.579,164.474
humaneval,r_fuzzy,alpha0.3,case_160,651,False,0.7331,657,81,123.288,54,82.192,86.758,132.42
humaneval,r_fuzzy,alpha0.3,case_161,1461,False,0.6007,1464,262,178.962,187,127.732,145.492,200.82
humaneval,r_fuzzy,alpha0.3,case_162,1315,False,1.7989,1317,228,173.121,150,113.895,138.193,182.232
humaneval,r_fuzzy,alpha0.3,case_163,542,False,1.457,543,80,147.33,54,99.448,112.339,154.696
humaneval,r_fuzzy,alpha0.3,case_164,3823,False,2.6961,3825,740,193.464,488,127.582,152.941,210.98
humaneval,spec_casc_opt,alpha0.05,case_001,654,False,0.8044,655,67,102.29,34,51.908,70.229,85.496
humaneval,spec_casc_opt,alpha0.05,case_002,2365,False,1.2454,2372,321,135.329,188,79.258,97.808,159.781
humaneval,spec_casc_opt,alpha0.05,case_003,631,False,1.8892,631,66,104.596,31,49.128,64.976,115.689
humaneval,spec_casc_opt,alpha0.05,case_004,311,False,0.6896,315,31,98.413,18,57.143,66.667,114.286
humaneval,spec_casc_opt,alpha0.05,case_005,468,False,1.0263,471,45,95.541,25,53.079,63.694,89.172
humaneval,spec_casc_opt,alpha0.05,case_006,552,False,1.1974,553,48,86.799,30,54.25,66.908,97.649
humaneval,spec_casc_opt,alpha0.05,case_007,857,False,1.1886,860,97,112.791,59,68.605,80.233,125.581
humaneval,spec_casc_opt,alpha0.05,case_008,331,False,0.8153,333,28,84.084,19,57.057,66.066,99.099
humaneval,spec_casc_opt,alpha0.05,case_009,380,False,1.0857,384,25,65.104,7,18.229,39.062,59.896
humaneval,spec_casc_opt,alpha0.05,case_010,580,False,1.2058,585,35,59.829,18,30.769,39.316,82.051
humaneval,spec_casc_opt,alpha0.05,case_011,9000,True,7.1885,9007,1195,132.675,484,53.736,70.834,110.026
humaneval,spec_casc_opt,alpha0.05,case_012,572,False,1.2275,573,51,89.005,30,52.356,61.082,101.222
humaneval,spec_casc_opt,alpha0.05,case_013,605,False,1.4901,610,85,139.344,53,86.885,100.0,170.492
humaneval,spec_casc_opt,alpha0.05,case_014,595,False,2.066,597,50,83.752,27,45.226,55.276,93.802
humaneval,spec_casc_opt,alpha0.05,case_015,375,False,0.8907,376,54,143.617,32,85.106,98.404,125.0
humaneval,spec_casc_opt,alpha0.05,case_016,412,False,0.8601,416,49,117.788,30,72.115,88.942,141.827
humaneval,spec_casc_opt,alpha0.05,case_017,473,False,1.2036,474,49,103.376,28,59.072,73.84,107.595
humaneval,spec_casc_opt,alpha0.05,case_018,2887,False,4.4899,2892,268,92.669,136,47.026,59.474,101.314
humaneval,spec_casc_opt,alpha0.05,case_019,509,False,0.7795,510,45,88.235,27,52.941,62.745,109.804
humaneval,spec_casc_opt,alpha0.05,case_020,993,False,1.718,1001,89,88.911,50,49.95,61.938,101.898
