dataset,method,params,case,output_tokens,budget_hit,len_ratio_vs_strict,n_emitted,n_lossy_only,lossy_only_per_1k,ooh80,ooh80_per_1k,ooh50_per_1k,accepted_ooh80_per_1k
aime24,spec_casc_tok,alpha0.7,case_001,2193,False,1.2817,2196,69,31.421,0,0.0,5.92,15.483
aime24,spec_casc_tok,alpha0.7,case_002,7323,False,0.2235,7324,257,35.09,0,0.0,7.1,18.023
aime24,spec_casc_tok,alpha0.7,case_003,32768,True,1.1325,32768,1541,47.028,0,0.0,12.268,33.417
aime24,spec_casc_tok,alpha0.7,case_004,32768,True,3.149,32770,1287,39.274,0,0.0,8.972,26.823
aime24,spec_casc_tok,alpha0.7,case_005,8067,False,1.4956,8068,354,43.877,0,0.0,9.792,19.707
aime24,spec_casc_tok,alpha0.7,case_006,5006,False,0.4717,5008,171,34.145,0,0.0,8.187,18.57
aime24,spec_casc_tok,alpha0.7,case_007,6470,False,1.0698,6478,271,41.834,0,0.0,11.115,25.471
aime24,spec_casc_tok,alpha0.7,case_008,3168,False,1.6032,3169,125,39.445,0,0.0,7.258,16.725
aime24,spec_casc_tok,alpha0.7,case_009,2822,False,0.9678,2823,126,44.633,0,0.0,12.044,23.025
aime24,spec_casc_tok,alpha0.7,case_010,1517,False,0.9993,1519,48,31.6,0,0.0,11.192,18.433
aime24,spec_casc_tok,alpha0.7,case_011,6549,False,1.3854,6550,321,49.008,0,0.0,13.435,38.168
aime24,spec_casc_tok,alpha0.7,case_012,1829,False,0.8831,1831,74,40.415,0,0.0,9.831,39.869
aime24,spec_casc_tok,alpha0.7,case_013,2115,False,1.4185,2116,66,31.191,0,0.0,5.671,19.376
aime24,spec_casc_tok,alpha0.7,case_014,32768,True,1.0,32769,1690,51.573,0,0.0,12.878,38.054
aime24,spec_casc_tok,alpha0.7,case_015,4768,False,0.9594,4774,189,39.589,0,0.0,8.588,24.717
aime24,spec_casc_tok,alpha0.7,case_016,2653,False,0.6104,2655,118,44.444,0,0.0,12.429,24.105
aime24,spec_casc_tok,alpha0.7,case_017,9725,False,0.4507,9726,399,41.024,0,0.0,10.487,21.592
aime24,spec_casc_tok,alpha0.7,case_018,5573,False,1.0519,5574,197,35.343,0,0.0,6.638,20.99
aime24,spec_casc_tok,alpha0.7,case_019,4077,False,0.3529,4084,219,53.624,0,0.0,12.977,30.607
aime24,spec_casc_tok,alpha0.7,case_020,2873,False,0.8597,2882,101,35.045,0,0.0,5.205,15.961
aime24,spec_casc_tok,alpha0.7,case_021,18718,False,1.8999,18720,784,41.88,0,0.0,9.722,23.451
aime24,spec_casc_tok,alpha0.7,case_022,7178,False,0.848,7178,353,49.178,0,0.0,11.981,33.853
aime24,spec_casc_tok,alpha0.7,case_023,6849,False,0.8797,6855,376,54.85,0,0.0,13.275,39.679
aime24,spec_casc_tok,alpha0.7,case_024,3215,False,0.1591,3216,162,50.373,0,0.0,12.749,24.565
aime24,spec_casc_tok,alpha0.7,case_025,2112,False,0.6941,2114,45,21.287,0,0.0,4.257,10.88
aime24,spec_casc_tok,alpha0.7,case_026,32768,True,1.0,32770,1420,43.332,0,0.0,11.626,29.204
aime24,spec_casc_tok,alpha0.7,case_027,2161,False,0.9863,2162,81,37.465,0,0.0,10.638,20.352
aime24,spec_casc_tok,alpha0.7,case_028,7816,False,2.1239,7818,298,38.117,0,0.0,7.803,16.245
aime24,spec_casc_tok,alpha0.7,case_029,32768,True,3.0662,32769,1898,57.921,0,0.0,15.106,38.817
aime24,spec_casc_tok,alpha0.7,case_030,21493,False,2.6205,21494,1489,69.275,0,0.0,18.749,43.221
aime24,spec_casc_tok,alpha1,case_001,32768,True,19.1514,32774,8169,249.252,5633,171.874,197.718,272.533
aime24,strict,strict,case_001,1711,False,1.0,1712,0,0.0,0,0.0,0.0,26.285
aime24,strict,strict,case_002,32768,True,1.0,32768,0,0.0,0,0.0,0.0,44.983
aime24,strict,strict,case_003,28934,False,1.0,28938,0,0.0,0,0.0,0.0,62.029
aime24,strict,strict,case_004,10406,False,1.0,10408,0,0.0,0,0.0,0.0,47.848
aime24,strict,strict,case_005,5394,False,1.0,5396,0,0.0,0,0.0,0.0,35.953
aime24,strict,strict,case_006,10613,False,1.0,10617,0,0.0,0,0.0,0.0,34.379
aime24,strict,strict,case_007,6048,False,1.0,6049,0,0.0,0,0.0,0.0,47.611
aime24,strict,strict,case_008,1976,False,1.0,1977,0,0.0,0,0.0,0.0,26.808
aime24,strict,strict,case_009,2916,False,1.0,2917,0,0.0,0,0.0,0.0,39.081
aime24,strict,strict,case_010,1518,False,1.0,1521,0,0.0,0,0.0,0.0,43.393
aime24,strict,strict,case_011,4727,False,1.0,4729,0,0.0,0,0.0,0.0,48.636
aime24,strict,strict,case_012,2071,False,1.0,2072,0,0.0,0,0.0,0.0,37.162
aime24,strict,strict,case_013,1491,False,1.0,1494,0,0.0,0,0.0,0.0,24.766
aime24,strict,strict,case_014,32768,True,1.0,32769,0,0.0,0,0.0,0.0,72.569
aime24,strict,strict,case_015,4970,False,1.0,4974,0,0.0,0,0.0,0.0,37.998
aime24,strict,strict,case_016,4346,False,1.0,4350,0,0.0,0,0.0,0.0,39.31
aime24,strict,strict,case_017,21576,False,1.0,21579,0,0.0,0,0.0,0.0,44.349
aime24,strict,strict,case_018,5298,False,1.0,5303,0,0.0,0,0.0,0.0,45.823
aime24,strict,strict,case_019,11554,False,1.0,11555,0,0.0,0,0.0,0.0,42.666
aime24,strict,strict,case_020,3342,False,1.0,3345,0,0.0,0,0.0,0.0,36.472
aime24,strict,strict,case_021,9852,False,1.0,9854,0,0.0,0,0.0,0.0,63.122
aime24,strict,strict,case_022,8465,False,1.0,8466,0,0.0,0,0.0,0.0,53.272
aime24,strict,strict,case_023,7786,False,1.0,7789,0,0.0,0,0.0,0.0,65.734
aime24,strict,strict,case_024,20202,False,1.0,20203,0,0.0,0,0.0,0.0,33.213
aime24,strict,strict,case_025,3043,False,1.0,3045,0,0.0,0,0.0,0.0,29.228
aime24,strict,strict,case_026,32768,True,1.0,32770,0,0.0,0,0.0,0.0,49.68
aime24,strict,strict,case_027,2191,False,1.0,2195,0,0.0,0,0.0,0.0,44.191
aime24,strict,strict,case_028,3680,False,1.0,3687,0,0.0,0,0.0,0.0,27.936
aime24,strict,strict,case_029,10687,False,1.0,10689,0,0.0,0,0.0,0.0,55.103
aime24,strict,strict,case_030,8202,False,1.0,8204,0,0.0,0,0.0,0.0,74.476
